pauta,link,data,editoria,freq_edi
CARNAVAL DE CAICÓ,https://trello.com/c/XoVO5NyD,2023-01-20T10:21:07.420Z,Ícaro Carvalho,99
Royalties,https://trello.com/c/iJW4RLCe,2023-01-23T18:58:46.743Z,Domingo,487
Royalties,https://trello.com/c/iJW4RLCe,2023-01-23T18:58:46.743Z,Economia,704
PISO DOS PROFESSORES,https://trello.com/c/XANlhJro,2023-01-23T14:57:58.920Z,Bruno Vital,119
PISO DOS PROFESSORES,https://trello.com/c/XANlhJro,2023-01-23T14:57:58.920Z,Natal,1515
PISO DOS PROFESSORES,https://trello.com/c/XANlhJro,2023-01-23T14:57:58.920Z,Dia,1955
AUXÍLIO RECLUSÃO,https://trello.com/c/22kv3FZG,2023-01-23T14:11:09.219Z,Bruno Vital,119
AUXÍLIO RECLUSÃO,https://trello.com/c/22kv3FZG,2023-01-23T14:11:09.219Z,Natal,1515
AUXÍLIO RECLUSÃO,https://trello.com/c/22kv3FZG,2023-01-23T14:11:09.219Z,Dia,1955
JANEIRO BRANCO,https://trello.com/c/PmGTTdiL,2023-01-20T11:28:18.497Z,Natal,1515
JANEIRO BRANCO,https://trello.com/c/PmGTTdiL,2023-01-20T11:28:18.497Z,Dia,1955
JANEIRO BRANCO,https://trello.com/c/PmGTTdiL,2023-01-20T11:28:18.497Z,Líria Paz,103
AUMENTO NAS TARIFAS DE ÁGUA,https://trello.com/c/lHZvqJqy,2023-01-17T16:24:40.152Z,Dia,1955
AUMENTO NAS TARIFAS DE ÁGUA,https://trello.com/c/lHZvqJqy,2023-01-17T16:24:40.152Z,Natal,1515
AUMENTO NAS TARIFAS DE ÁGUA,https://trello.com/c/lHZvqJqy,2023-01-17T16:24:40.152Z,Bruno Vital,119
O LENGA LENGA DO TRANSPORTE,https://trello.com/c/TFUDEC29,2023-01-18T08:11:20.481Z,Natal,1515
O LENGA LENGA DO TRANSPORTE,https://trello.com/c/TFUDEC29,2023-01-18T08:11:20.481Z,Ícaro Carvalho,99
O LENGA LENGA DO TRANSPORTE,https://trello.com/c/TFUDEC29,2023-01-18T08:11:20.481Z,Dia,1955
DEL TURISMO,https://trello.com/c/CHlg73n3,2023-01-18T09:02:54.268Z,Dia,1955
DEL TURISMO,https://trello.com/c/CHlg73n3,2023-01-18T09:02:54.268Z,Natal,1515
DEL TURISMO,https://trello.com/c/CHlg73n3,2023-01-18T09:02:54.268Z,Líria Paz,103
ATRASO NA EDUCAÇÃO DIGITAL,https://trello.com/c/apNse9Tp,2023-02-22T12:34:52.132Z,Dia,1955
ATRASO NA EDUCAÇÃO DIGITAL,https://trello.com/c/apNse9Tp,2023-02-22T12:34:52.132Z,Natal,1515
ATRASO NA EDUCAÇÃO DIGITAL,https://trello.com/c/apNse9Tp,2023-02-22T12:34:52.132Z,Cláudio Oliveira,30
NOVO ACESSO À REDINHA,https://trello.com/c/EXmznHmI,2023-01-17T10:03:25.802Z,Dia,1955
NOVO ACESSO À REDINHA,https://trello.com/c/EXmznHmI,2023-01-17T10:03:25.802Z,Ícaro Carvalho,99
NOVO ACESSO À REDINHA,https://trello.com/c/EXmznHmI,2023-01-17T10:03:25.802Z,Natal,1515
NATAL DO POVO EDUCADO,https://trello.com/c/55tztvVD,2023-01-17T11:54:45.042Z,Natal,1515
NATAL DO POVO EDUCADO,https://trello.com/c/55tztvVD,2023-01-17T11:54:45.042Z,Líria Paz,103
NATAL DO POVO EDUCADO,https://trello.com/c/55tztvVD,2023-01-17T11:54:45.042Z,Dia,1955
SAÚDE SEM ESTRUTURA PARA GORDOS,https://trello.com/c/HIze6MoG,2023-02-02T10:01:41.840Z,Natal,1515
SAÚDE SEM ESTRUTURA PARA GORDOS,https://trello.com/c/HIze6MoG,2023-02-02T10:01:41.840Z,Domingo,487
SAÚDE SEM ESTRUTURA PARA GORDOS,https://trello.com/c/HIze6MoG,2023-02-02T10:01:41.840Z,Líria Paz,103
PORTO PREJUDICADO,https://trello.com/c/PHDrktS1,2023-01-23T18:59:02.841Z,Economia,704
PORTO PREJUDICADO,https://trello.com/c/PHDrktS1,2023-01-23T18:59:02.841Z,Dia,1955
PORTO PREJUDICADO,https://trello.com/c/PHDrktS1,2023-01-23T18:59:02.841Z,Felipe Salustino,96
DIA D DA VACINA NAS UBSs,https://trello.com/c/oWumz4qN,2023-01-16T13:16:37.879Z,Natal,1515
DIA D DA VACINA NAS UBSs,https://trello.com/c/oWumz4qN,2023-01-16T13:16:37.879Z,Dia,1955
DIA D DA VACINA NAS UBSs,https://trello.com/c/oWumz4qN,2023-01-16T13:16:37.879Z,Bruno Vital,119
DE VOLTA AO WALFREDO E SEM ANESTESISTAS,https://trello.com/c/SxrYMcsk,2023-01-13T17:18:25.390Z,Dia,1955
DE VOLTA AO WALFREDO E SEM ANESTESISTAS,https://trello.com/c/SxrYMcsk,2023-01-13T17:18:25.390Z,Natal,1515
DE VOLTA AO WALFREDO E SEM ANESTESISTAS,https://trello.com/c/SxrYMcsk,2023-01-13T17:18:25.390Z,Cláudio Oliveira,30
CESTAS BÁSICAS POR TAPUMES LIMPOS,https://trello.com/c/Zkb9m7QC,2023-01-13T11:23:24.345Z,Natal,1515
CESTAS BÁSICAS POR TAPUMES LIMPOS,https://trello.com/c/Zkb9m7QC,2023-01-13T11:23:24.345Z,Líria Paz,103
CESTAS BÁSICAS POR TAPUMES LIMPOS,https://trello.com/c/Zkb9m7QC,2023-01-13T11:23:24.345Z,Dia,1955
POSSE NO TRT - 21ª REGIÃO,https://trello.com/c/NkKWc0R7,2023-01-12T17:40:08.050Z,Dia,1955
POSSE NO TRT - 21ª REGIÃO,https://trello.com/c/NkKWc0R7,2023-01-12T17:40:08.050Z,Natal,1515
POSSE NO TRT - 21ª REGIÃO,https://trello.com/c/NkKWc0R7,2023-01-12T17:40:08.050Z,Cláudio Oliveira,30
PASSEIO DE TREM,https://trello.com/c/ocxAufVC,2023-01-23T11:18:56.246Z,Líria Paz,103
PASSEIO DE TREM,https://trello.com/c/ocxAufVC,2023-01-23T11:18:56.246Z,Natal,1515
PASSEIO DE TREM,https://trello.com/c/ocxAufVC,2023-01-23T11:18:56.246Z,Domingo,487
PERFIL MÁRIO GOMES OUTBACK,https://trello.com/c/DK6vC9fe,2023-01-14T02:51:42.213Z,Domingo,487
PERFIL MÁRIO GOMES OUTBACK,https://trello.com/c/DK6vC9fe,2023-01-14T02:51:42.213Z,Economia,704
CENTRAL DO CIDADÃO,https://trello.com/c/TOIfpUlI,2023-01-12T23:17:37.550Z,Natal,1515
CENTRAL DO CIDADÃO,https://trello.com/c/TOIfpUlI,2023-01-12T23:17:37.550Z,Dia,1955
CENTRAL DO CIDADÃO,https://trello.com/c/TOIfpUlI,2023-01-12T23:17:37.550Z,Bruno Vital,119
BALANÇA COMERCIAL 2022,https://trello.com/c/YL9mOkCL,2023-02-22T14:24:56.564Z,Economia,704
BALANÇA COMERCIAL 2022,https://trello.com/c/YL9mOkCL,2023-02-22T14:24:56.564Z,Dia,1955
BALANÇA COMERCIAL 2022,https://trello.com/c/YL9mOkCL,2023-02-22T14:24:56.564Z,Ícaro Carvalho,99
RESCALDO DO VANDALISMO,https://trello.com/c/st5yFtry,2023-01-10T09:23:07.421Z,Dia,1955
RESCALDO DO VANDALISMO,https://trello.com/c/st5yFtry,2023-01-10T09:23:07.421Z,Natal,1515
RESCALDO DO VANDALISMO,https://trello.com/c/st5yFtry,2023-01-10T09:23:07.421Z,Felipe Salustino,96
MATRÍCULAS ABERTAS,https://trello.com/c/7kMmSfmr,2023-01-10T09:18:04.285Z,Dia,1955
MATRÍCULAS ABERTAS,https://trello.com/c/7kMmSfmr,2023-01-10T09:18:04.285Z,Natal,1515
MATRÍCULAS ABERTAS,https://trello.com/c/7kMmSfmr,2023-01-10T09:18:04.285Z,Líria Paz,103
CARNAVAL 2023,https://trello.com/c/DnwaaEf4,2023-01-10T09:17:46.744Z,Dia,1955
CARNAVAL 2023,https://trello.com/c/DnwaaEf4,2023-01-10T09:17:46.744Z,Natal,1515
CARNAVAL 2023,https://trello.com/c/DnwaaEf4,2023-01-10T09:17:46.744Z,Ícaro Carvalho,99
SALDÃO DE MERCADORIAS,https://trello.com/c/DV1BqMwU,2023-01-10T09:31:19.461Z,Dia,1955
SALDÃO DE MERCADORIAS,https://trello.com/c/DV1BqMwU,2023-01-10T09:31:19.461Z,Natal,1515
SALDÃO DE MERCADORIAS,https://trello.com/c/DV1BqMwU,2023-01-10T09:31:19.461Z,Líria Paz,103
ESTACIONAMENTO DO MIDWAY,https://trello.com/c/HkkCcL0o,2023-01-09T11:05:43.174Z,Dia,1955
ESTACIONAMENTO DO MIDWAY,https://trello.com/c/HkkCcL0o,2023-01-09T11:05:43.174Z,Natal,1515
ESTACIONAMENTO DO MIDWAY,https://trello.com/c/HkkCcL0o,2023-01-09T11:05:43.174Z,Líria Paz,103
BALANÇO PORTO,https://trello.com/c/XExWqi9X,2023-01-04T11:53:57.884Z,Bruno Vital,119
BALANÇO PORTO,https://trello.com/c/XExWqi9X,2023-01-04T11:53:57.884Z,Economia,704
BALANÇO PORTO,https://trello.com/c/XExWqi9X,2023-01-04T11:53:57.884Z,Dia,1955
A QUEDA DAS ESTATAIS,https://trello.com/c/JhSstgRl,2023-01-05T15:19:16.633Z,Dia,1955
A QUEDA DAS ESTATAIS,https://trello.com/c/JhSstgRl,2023-01-05T15:19:16.633Z,Natal,1515
A QUEDA DAS ESTATAIS,https://trello.com/c/JhSstgRl,2023-01-05T15:19:16.633Z,Felipe Salustino,96
OLHE O GÁS,https://trello.com/c/j0jUuJFt,2023-01-05T15:18:52.423Z,Natal,1515
OLHE O GÁS,https://trello.com/c/j0jUuJFt,2023-01-05T15:18:52.423Z,Dia,1955
OLHE O GÁS,https://trello.com/c/j0jUuJFt,2023-01-05T15:18:52.423Z,Ícaro Carvalho,99
CIRURGIAS EM ESPERA,https://trello.com/c/1x8EEGr2,2023-02-23T14:18:18.630Z,Dia,1955
CIRURGIAS EM ESPERA,https://trello.com/c/1x8EEGr2,2023-02-23T14:18:18.630Z,Natal,1515
CIRURGIAS EM ESPERA,https://trello.com/c/1x8EEGr2,2023-02-23T14:18:18.630Z,Matteus Fernandes,44
PREVISÃO DE CHUVAS,https://trello.com/c/ExACJph1,2023-01-09T11:09:03.318Z,Natal,1515
PREVISÃO DE CHUVAS,https://trello.com/c/ExACJph1,2023-01-09T11:09:03.318Z,Dia,1955
PREVISÃO DE CHUVAS,https://trello.com/c/ExACJph1,2023-01-09T11:09:03.318Z,Bruno Vital,119
NUNCA É TARDE PARA DESCOBRIR O PAI,https://trello.com/c/QAtSNIxg,2023-01-09T11:05:16.643Z,Dia,1955
NUNCA É TARDE PARA DESCOBRIR O PAI,https://trello.com/c/QAtSNIxg,2023-01-09T11:05:16.643Z,Natal,1515
NUNCA É TARDE PARA DESCOBRIR O PAI,https://trello.com/c/QAtSNIxg,2023-01-09T11:05:16.643Z,Líria Paz,103
MATERIAL ESCOLAR,https://trello.com/c/kcZa8qTJ,2023-01-04T18:49:19.942Z,Dia,1955
MATERIAL ESCOLAR,https://trello.com/c/kcZa8qTJ,2023-01-04T18:49:19.942Z,Natal,1515
MATERIAL ESCOLAR,https://trello.com/c/kcZa8qTJ,2023-01-04T18:49:19.942Z,Líria Paz,103
PERDA DO FPM,https://trello.com/c/MuwykvXh,2023-01-04T11:56:29.805Z,Natal,1515
PERDA DO FPM,https://trello.com/c/MuwykvXh,2023-01-04T11:56:29.805Z,Matteus Fernandes,44
PERDA DO FPM,https://trello.com/c/MuwykvXh,2023-01-04T11:56:29.805Z,Dia,1955
PREÇO ABUSIVO DA GASOLINA,https://trello.com/c/YhgmMBOu,2023-01-03T10:24:30.447Z,Natal,1515
PREÇO ABUSIVO DA GASOLINA,https://trello.com/c/YhgmMBOu,2023-01-03T10:24:30.447Z,Matteus Fernandes,44
PREÇO ABUSIVO DA GASOLINA,https://trello.com/c/YhgmMBOu,2023-01-03T10:24:30.447Z,Dia,1955
FERIADOS IMPACTOS,https://trello.com/c/6vGVdK8Z,2023-01-09T09:04:10.347Z,Economia,704
FERIADOS IMPACTOS,https://trello.com/c/6vGVdK8Z,2023-01-09T09:04:10.347Z,Dia,1955
DIÁRIAS OPERACIONAIS EM ATRASO,https://trello.com/c/ZDbVH0l1,2023-01-03T16:43:58.368Z,Natal,1515
DIÁRIAS OPERACIONAIS EM ATRASO,https://trello.com/c/ZDbVH0l1,2023-01-03T16:43:58.368Z,Dia,1955
DIÁRIAS OPERACIONAIS EM ATRASO,https://trello.com/c/ZDbVH0l1,2023-01-03T16:43:58.368Z,Felipe Salustino,96
FENÔMENO DO CRESCIMENTO,https://trello.com/c/hQQXzNxK,2023-01-16T10:07:01.618Z,Natal,1515
FENÔMENO DO CRESCIMENTO,https://trello.com/c/hQQXzNxK,2023-01-16T10:07:01.618Z,Ícaro Carvalho,99
FENÔMENO DO CRESCIMENTO,https://trello.com/c/hQQXzNxK,2023-01-16T10:07:01.618Z,Domingo,487
IMPACTO DO FPM COM O NOVO CENSO,https://trello.com/c/MTMWyXyX,2023-01-03T16:53:56.883Z,Dia,1955
IMPACTO DO FPM COM O NOVO CENSO,https://trello.com/c/MTMWyXyX,2023-01-03T16:53:56.883Z,Natal,1515
IMPACTO DO FPM COM O NOVO CENSO,https://trello.com/c/MTMWyXyX,2023-01-03T16:53:56.883Z,Líria Paz,103
O QUE VOCÊ ESPERA DE 2023?,https://trello.com/c/YYm9xgAG,2023-01-01T22:36:18.465Z,Natal,1515
O QUE VOCÊ ESPERA DE 2023?,https://trello.com/c/YYm9xgAG,2023-01-01T22:36:18.465Z,Líria Paz,103
O QUE VOCÊ ESPERA DE 2023?,https://trello.com/c/YYm9xgAG,2023-01-01T22:36:18.465Z,Domingo,487
FERIADOS EM 2023,https://trello.com/c/2XCGDzIt,2023-01-14T02:51:54.619Z,Natal,1515
FERIADOS EM 2023,https://trello.com/c/2XCGDzIt,2023-01-14T02:51:54.619Z,Dia,1955
FERIADOS EM 2023,https://trello.com/c/2XCGDzIt,2023-01-14T02:51:54.619Z,Líria Paz,103
DADOS DO IBGE RN,https://trello.com/c/OvpiVmkc,2023-01-02T09:55:43.790Z,Dia,1955
DADOS DO IBGE RN,https://trello.com/c/OvpiVmkc,2023-01-02T09:55:43.790Z,Natal,1515
DADOS DO IBGE RN,https://trello.com/c/OvpiVmkc,2023-01-02T09:55:43.790Z,Matteus Fernandes,44
GASOLINA EM ALTA,https://trello.com/c/crvEjN6C,2022-12-29T17:16:18.247Z,Felipe Salustino,96
GASOLINA EM ALTA,https://trello.com/c/crvEjN6C,2022-12-29T17:16:18.247Z,Natal,1515
GASOLINA EM ALTA,https://trello.com/c/crvEjN6C,2022-12-29T17:16:18.247Z,Dia,1955
SANEAMENTO INACABADO,https://trello.com/c/9KFsqMwV,2023-01-09T11:09:05.820Z,Natal,1515
SANEAMENTO INACABADO,https://trello.com/c/9KFsqMwV,2023-01-09T11:09:05.820Z,Dia,1955
SANEAMENTO INACABADO,https://trello.com/c/9KFsqMwV,2023-01-09T11:09:05.820Z,Bruno Vital,119
HOSPITAL INACABADO,https://trello.com/c/xcbaJf4x,2023-01-01T22:36:41.617Z,Natal,1515
HOSPITAL INACABADO,https://trello.com/c/xcbaJf4x,2023-01-01T22:36:41.617Z,Dia,1955
HOSPITAL INACABADO,https://trello.com/c/xcbaJf4x,2023-01-01T22:36:41.617Z,Matteus Fernandes,44
O SONHO DA MEGA,https://trello.com/c/0zkSw4sH,2022-12-29T15:41:39.537Z,Dia,1955
O SONHO DA MEGA,https://trello.com/c/0zkSw4sH,2022-12-29T15:41:39.537Z,Natal,1515
O SONHO DA MEGA,https://trello.com/c/0zkSw4sH,2022-12-29T15:41:39.537Z,Bruno Vital,119
ENTREVISTA ABÍLIO OLIVEIRA,https://trello.com/c/XmZu7qRS,2023-01-01T22:31:31.064Z,Economia,704
ENTREVISTA ABÍLIO OLIVEIRA,https://trello.com/c/XmZu7qRS,2023-01-01T22:31:31.064Z,Domingo,487
ENTREVISTA ABÍLIO OLIVEIRA,https://trello.com/c/XmZu7qRS,2023-01-01T22:31:31.064Z,Ícaro Carvalho,99
PREVISÕES PARA 2023,https://trello.com/c/1i0MpwWM,2022-12-29T12:20:17.540Z,Ícaro Carvalho,99
PREVISÕES PARA 2023,https://trello.com/c/1i0MpwWM,2022-12-29T12:20:17.540Z,Natal,1515
PREVISÕES PARA 2023,https://trello.com/c/1i0MpwWM,2022-12-29T12:20:17.540Z,Domingo,487
OCUPAÇÃO HOTELEIRA,https://trello.com/c/VNGYqVVY,2022-12-27T17:58:56.389Z,Dia,1955
OCUPAÇÃO HOTELEIRA,https://trello.com/c/VNGYqVVY,2022-12-27T17:58:56.389Z,Economia,704
OCUPAÇÃO HOTELEIRA,https://trello.com/c/VNGYqVVY,2022-12-27T17:58:56.389Z,Líria Paz,103
Perspectivas e Desafios do Setor Produtivo 2023,https://trello.com/c/X0KpZspi,2023-01-02T16:56:21.571Z,Domingo,487
Perspectivas e Desafios do Setor Produtivo 2023,https://trello.com/c/X0KpZspi,2023-01-02T16:56:21.571Z,Economia,704
TAPUME SOCIAL,https://trello.com/c/RFDyszVU,2022-12-27T10:08:03.772Z,Dia,1955
TAPUME SOCIAL,https://trello.com/c/RFDyszVU,2022-12-27T10:08:03.772Z,Natal,1515
TAPUME SOCIAL,https://trello.com/c/RFDyszVU,2022-12-27T10:08:03.772Z,Felipe Salustino,96
QUEIMA DE FOGOS,https://trello.com/c/TcoBRqqZ,2022-12-27T11:56:27.102Z,Dia,1955
QUEIMA DE FOGOS,https://trello.com/c/TcoBRqqZ,2022-12-27T11:56:27.102Z,Natal,1515
QUEIMA DE FOGOS,https://trello.com/c/TcoBRqqZ,2022-12-27T11:56:27.102Z,Bruno Vital,119
OBRAS DE 2022 PARALISADAS,https://trello.com/c/DfGNoFLL,2023-01-31T12:16:06.221Z,Natal,1515
OBRAS DE 2022 PARALISADAS,https://trello.com/c/DfGNoFLL,2023-01-31T12:16:06.221Z,Dia,1955
OBRAS DE 2022 PARALISADAS,https://trello.com/c/DfGNoFLL,2023-01-31T12:16:06.221Z,Matteus Fernandes,44
COMPRAS FIM DE ANO,https://trello.com/c/F4wjUbkk,2022-12-26T16:44:17.573Z,Economia,704
COMPRAS FIM DE ANO,https://trello.com/c/F4wjUbkk,2022-12-26T16:44:17.573Z,Domingo,487
NORDESTÃO PREMIADO,https://trello.com/c/66Gv4Mcf,2022-12-23T10:50:24.532Z,Natal,1515
NORDESTÃO PREMIADO,https://trello.com/c/66Gv4Mcf,2022-12-23T10:50:24.532Z,Dia,1955
NORDESTÃO PREMIADO,https://trello.com/c/66Gv4Mcf,2022-12-23T10:50:24.532Z,Felipe Salustino,96
ENCONTROS E DESPEDIDAS,https://trello.com/c/DUkiURft,2022-12-22T17:13:58.256Z,Dia,1955
ENCONTROS E DESPEDIDAS,https://trello.com/c/DUkiURft,2022-12-22T17:13:58.256Z,Natal,1515
ENCONTROS E DESPEDIDAS,https://trello.com/c/DUkiURft,2022-12-22T17:13:58.256Z,Líria Paz,103
CIRURGIAS ELETIVAS,https://trello.com/c/7KNrQ8o6,2022-12-28T11:20:10.711Z,Natal,1515
CIRURGIAS ELETIVAS,https://trello.com/c/7KNrQ8o6,2022-12-28T11:20:10.711Z,Dia,1955
CIRURGIAS ELETIVAS,https://trello.com/c/7KNrQ8o6,2022-12-28T11:20:10.711Z,Matteus Fernandes,44
ARBOVIROSES,https://trello.com/c/75reQso8,2022-12-23T11:45:51.726Z,Bruno Vital,119
ARBOVIROSES,https://trello.com/c/75reQso8,2022-12-23T11:45:51.726Z,Dia,1955
ARBOVIROSES,https://trello.com/c/75reQso8,2022-12-23T11:45:51.726Z,Natal,1515
ÁGUA NO RN,https://trello.com/c/l4f5ecOx,2022-12-27T11:43:57.632Z,Natal,1515
ÁGUA NO RN,https://trello.com/c/l4f5ecOx,2022-12-27T11:43:57.632Z,Dia,1955
ÁGUA NO RN,https://trello.com/c/l4f5ecOx,2022-12-27T11:43:57.632Z,Matteus Fernandes,44
HORÁRIOS DO NATAL E SERVIÇOS,https://trello.com/c/grEQvlgo,2022-12-26T16:31:46.053Z,Dia,1955
HORÁRIOS DO NATAL E SERVIÇOS,https://trello.com/c/grEQvlgo,2022-12-26T16:31:46.053Z,Natal,1515
HORÁRIOS DO NATAL E SERVIÇOS,https://trello.com/c/grEQvlgo,2022-12-26T16:31:46.053Z,Líria Paz,103
CASOS DE COVID,https://trello.com/c/XwjQkF8C,2022-12-23T11:46:08.187Z,Dia,1955
CASOS DE COVID,https://trello.com/c/XwjQkF8C,2022-12-23T11:46:08.187Z,Natal,1515
CASOS DE COVID,https://trello.com/c/XwjQkF8C,2022-12-23T11:46:08.187Z,Bruno Vital,119
CIRURGIAS ELETIVAS,https://trello.com/c/hakBXvPY,2022-12-22T13:25:13.674Z,Natal,1515
CIRURGIAS ELETIVAS,https://trello.com/c/hakBXvPY,2022-12-22T13:25:13.674Z,Matteus Fernandes,44
CIRURGIAS ELETIVAS,https://trello.com/c/hakBXvPY,2022-12-22T13:25:13.674Z,Dia,1955
AGENCIA ONLINE PIPA,https://trello.com/c/PZXuCI3A,2022-12-26T16:44:39.881Z,Economia,704
AGENCIA ONLINE PIPA,https://trello.com/c/PZXuCI3A,2022-12-26T16:44:39.881Z,Dia,1955
ENTREVISTA LARISSA MARINHO,https://trello.com/c/6DOUckoH,2022-12-26T22:27:42.298Z,Natal,1515
ENTREVISTA LARISSA MARINHO,https://trello.com/c/6DOUckoH,2022-12-26T22:27:42.298Z,Domingo,487
ENTREVISTA LARISSA MARINHO,https://trello.com/c/6DOUckoH,2022-12-26T22:27:42.298Z,Matteus Fernandes,44
DOCUMENTOS PERDIDOS,https://trello.com/c/OsMIHBUR,2022-12-22T17:07:07.087Z,Natal,1515
DOCUMENTOS PERDIDOS,https://trello.com/c/OsMIHBUR,2022-12-22T17:07:07.087Z,Dia,1955
DOCUMENTOS PERDIDOS,https://trello.com/c/OsMIHBUR,2022-12-22T17:07:07.087Z,Felipe Salustino,96
INAUGURAÇÃO DA ESTAÇÃO,https://trello.com/c/zKGrWD0d,2022-12-21T14:19:04.870Z,Natal,1515
INAUGURAÇÃO DA ESTAÇÃO,https://trello.com/c/zKGrWD0d,2022-12-21T14:19:04.870Z,Dia,1955
INAUGURAÇÃO DA ESTAÇÃO,https://trello.com/c/zKGrWD0d,2022-12-21T14:19:04.870Z,Ícaro Carvalho,99
PERDAS DO ICMS,https://trello.com/c/EaUdDV77,2022-12-20T13:50:50.989Z,Dia,1955
PERDAS DO ICMS,https://trello.com/c/EaUdDV77,2022-12-20T13:50:50.989Z,Natal,1515
PERDAS DO ICMS,https://trello.com/c/EaUdDV77,2022-12-20T13:50:50.989Z,Felipe Salustino,96
CAMPANHAS SOLIDÁRIAS,https://trello.com/c/OzHZDS5Y,2022-12-16T14:58:06.551Z,Dia,1955
CAMPANHAS SOLIDÁRIAS,https://trello.com/c/OzHZDS5Y,2022-12-16T14:58:06.551Z,Natal,1515
CAMPANHAS SOLIDÁRIAS,https://trello.com/c/OzHZDS5Y,2022-12-16T14:58:06.551Z,Líria Paz,103
3R PETROLEUM,https://trello.com/c/5J4TGvr5,2022-12-21T14:20:38.961Z,Dia,1955
3R PETROLEUM,https://trello.com/c/5J4TGvr5,2022-12-21T14:20:38.961Z,Economia,704
3R PETROLEUM,https://trello.com/c/5J4TGvr5,2022-12-21T14:20:38.961Z,Ícaro Carvalho,99
DIAGNÓSTICO DO SANEAMENTO,https://trello.com/c/gNuebcaa,2022-12-21T14:19:44.397Z,Dia,1955
DIAGNÓSTICO DO SANEAMENTO,https://trello.com/c/gNuebcaa,2022-12-21T14:19:44.397Z,Natal,1515
DIAGNÓSTICO DO SANEAMENTO,https://trello.com/c/gNuebcaa,2022-12-21T14:19:44.397Z,Bruno Vital,119
TRAÇÃO ANIMAL,https://trello.com/c/xR0qeud0,2022-12-15T12:26:47.085Z,Natal,1515
TRAÇÃO ANIMAL,https://trello.com/c/xR0qeud0,2022-12-15T12:26:47.085Z,Dia,1955
TRAÇÃO ANIMAL,https://trello.com/c/xR0qeud0,2022-12-15T12:26:47.085Z,Bruno Vital,119
RETOMADA DO CRESCIMENTO DE PETRÓPOLIS,https://trello.com/c/2qpev7Dt,2022-12-21T14:19:18.574Z,Dia,1955
RETOMADA DO CRESCIMENTO DE PETRÓPOLIS,https://trello.com/c/2qpev7Dt,2022-12-21T14:19:18.574Z,Natal,1515
RETOMADA DO CRESCIMENTO DE PETRÓPOLIS,https://trello.com/c/2qpev7Dt,2022-12-21T14:19:18.574Z,Ícaro Carvalho,99
ENQUETE ICMS,https://trello.com/c/PzzsiO4w,2022-12-14T23:24:18.891Z,Dia,1955
ENQUETE ICMS,https://trello.com/c/PzzsiO4w,2022-12-14T23:24:18.891Z,Felipe Salustino,96
ENQUETE ICMS,https://trello.com/c/PzzsiO4w,2022-12-14T23:24:18.891Z,Natal,1515
BALANÇO DA COVID,https://trello.com/c/628rw16C,2022-12-14T11:57:07.084Z,Felipe Salustino,96
BALANÇO DA COVID,https://trello.com/c/628rw16C,2022-12-14T11:57:07.084Z,Natal,1515
BALANÇO DA COVID,https://trello.com/c/628rw16C,2022-12-14T11:57:07.084Z,Dia,1955
ABRASEL,https://trello.com/c/WjaKhDrf,2022-12-13T23:41:43.347Z,Dia,1955
ABRASEL,https://trello.com/c/WjaKhDrf,2022-12-13T23:41:43.347Z,Matteus Fernandes,44
ABRASEL,https://trello.com/c/WjaKhDrf,2022-12-13T23:41:43.347Z,Economia,704
Pré-sal Costa equatorial,https://trello.com/c/8Dq7dUQj,2023-01-23T09:30:30.381Z,Domingo,487
Pré-sal Costa equatorial,https://trello.com/c/8Dq7dUQj,2023-01-23T09:30:30.381Z,Economia,704
Pré-sal Costa equatorial,https://trello.com/c/8Dq7dUQj,2023-01-23T09:30:30.381Z,Felipe Salustino,96
ENTREVISTA AUMENTO DO ICMS,https://trello.com/c/omh8fzFc,2022-12-13T16:46:53.918Z,Dia,1955
ENTREVISTA AUMENTO DO ICMS,https://trello.com/c/omh8fzFc,2022-12-13T16:46:53.918Z,Natal,1515
ENTREVISTA AUMENTO DO ICMS,https://trello.com/c/omh8fzFc,2022-12-13T16:46:53.918Z,Felipe Salustino,96
ICMS - ENTIDADES x GOVERNO,https://trello.com/c/ILotCyLi,2022-12-13T16:46:04.287Z,Dia,1955
ICMS - ENTIDADES x GOVERNO,https://trello.com/c/ILotCyLi,2022-12-13T16:46:04.287Z,Economia,704
ICMS - ENTIDADES x GOVERNO,https://trello.com/c/ILotCyLi,2022-12-13T16:46:04.287Z,Felipe Salustino,96
EXTREMA POBREZA 2,https://trello.com/c/EQrv2JZB,2022-12-13T10:59:56.533Z,Dia,1955
EXTREMA POBREZA 2,https://trello.com/c/EQrv2JZB,2022-12-13T10:59:56.533Z,Bruno Vital,119
EXTREMA POBREZA 2,https://trello.com/c/EQrv2JZB,2022-12-13T10:59:56.533Z,Natal,1515
REORDENAMENTO DO CAOS,https://trello.com/c/2eAlR6lh,2022-12-21T14:19:52.306Z,Natal,1515
REORDENAMENTO DO CAOS,https://trello.com/c/2eAlR6lh,2022-12-21T14:19:52.306Z,Dia,1955
REORDENAMENTO DO CAOS,https://trello.com/c/2eAlR6lh,2022-12-21T14:19:52.306Z,Ícaro Carvalho,99
TOP NATAL 2022,https://trello.com/c/CH5WRwyr,2022-12-12T16:36:14.587Z,Líria Paz,103
TOP NATAL 2022,https://trello.com/c/CH5WRwyr,2022-12-12T16:36:14.587Z,Natal,1515
TOP NATAL 2022,https://trello.com/c/CH5WRwyr,2022-12-12T16:36:14.587Z,Dia,1955
