pauta,link,data,editoria,freq_edi
ENGORDA,https://trello.com/c/04sRKLHI,2024-07-22T00:42:32.199Z,Dia,1955
ENGORDA,https://trello.com/c/04sRKLHI,2024-07-22T00:42:32.199Z,Natal,1515
TRECHO DA BR-101 INTERDITADO NESTA SEGUNDA-FEIRA (22),https://trello.com/c/cODbPoXT,2024-07-22T20:52:58.075Z,Pauta sem editoria,0
CORRIDA MARISTA - 31 DE AGOSTO,https://trello.com/c/QiFUbOH8,2024-07-21T23:03:35.089Z,Natal,1515
CORRIDA MARISTA - 31 DE AGOSTO,https://trello.com/c/QiFUbOH8,2024-07-21T23:03:35.089Z,Dia,1955
AUMENTO DO PREÇO DA LARANJA PERA,https://trello.com/c/W7O8a4AL,2024-07-22T16:19:42.782Z,Dia,1955
AUMENTO DO PREÇO DA LARANJA PERA,https://trello.com/c/W7O8a4AL,2024-07-22T16:19:42.782Z,Economia,704
AUMENTO DO PREÇO DA LARANJA PERA,https://trello.com/c/W7O8a4AL,2024-07-22T16:19:42.782Z,MAGNUS NASCIMENTO,46
REFORMA TRIBUTÁRIA,https://trello.com/c/ltSP31oN,2024-07-21T23:03:21.587Z,Dia,1955
REFORMA TRIBUTÁRIA,https://trello.com/c/ltSP31oN,2024-07-21T23:03:21.587Z,Economia,704
ENDIVIDAMENTO DA POPULAÇÃO DO RN,https://trello.com/c/mr3KjIgY,2024-07-18T00:37:32.202Z,Dia,1955
ENDIVIDAMENTO DA POPULAÇÃO DO RN,https://trello.com/c/mr3KjIgY,2024-07-18T00:37:32.202Z,Economia,704
ENDIVIDAMENTO DA POPULAÇÃO DO RN,https://trello.com/c/mr3KjIgY,2024-07-18T00:37:32.202Z,MAGNUS NASCIMENTO,46
IDEMA - Retorno sobre prazo para a emissão da licença/ FUNPEC,https://trello.com/c/QHXDtubd,2024-07-21T23:03:01.295Z,Dia,1955
IDEMA - Retorno sobre prazo para a emissão da licença/ FUNPEC,https://trello.com/c/QHXDtubd,2024-07-21T23:03:01.295Z,Natal,1515
CASOS DE AGRESSÃO A ANIMAIS,https://trello.com/c/VsJh37KM,2024-07-15T18:51:55.175Z,Natal,1515
CASOS DE AGRESSÃO A ANIMAIS,https://trello.com/c/VsJh37KM,2024-07-15T18:51:55.175Z,Domingo,487
CASOS DE AGRESSÃO A ANIMAIS,https://trello.com/c/VsJh37KM,2024-07-15T18:51:55.175Z,MAGNUS NASCIMENTO,46
SÃO MIGUEL DO GOSTOSO,https://trello.com/c/wDJz6V1U,2024-07-11T15:43:07.249Z,Domingo,487
SÃO MIGUEL DO GOSTOSO,https://trello.com/c/wDJz6V1U,2024-07-11T15:43:07.249Z,Economia,704
"BRASIL SÓ TERÁ SANEAMENTO BÁSICO ATÉ 2070, ALERTA INSTITUTO",https://trello.com/c/DREK4PI0,2024-07-15T21:27:32.717Z,Domingo,487
"BRASIL SÓ TERÁ SANEAMENTO BÁSICO ATÉ 2070, ALERTA INSTITUTO",https://trello.com/c/DREK4PI0,2024-07-15T21:27:32.717Z,Natal,1515
INVESTIMENTOS VIA COSTEIRA,https://trello.com/c/w8lGPqV5,2024-07-16T01:18:19.686Z,Economia,704
INVESTIMENTOS VIA COSTEIRA,https://trello.com/c/w8lGPqV5,2024-07-16T01:18:19.686Z,Domingo,487
ENTREVISTA COM PERDIGÃO - GEÓLOGO ENGORDA DE FORTALEZA,https://trello.com/c/8xF9i2Fe,2024-07-21T23:02:50.988Z,Dia,1955
ENTREVISTA COM PERDIGÃO - GEÓLOGO ENGORDA DE FORTALEZA,https://trello.com/c/8xF9i2Fe,2024-07-21T23:02:50.988Z,Natal,1515
EXPOEDUC - ENTREVISTA LÉO CHAVES,https://trello.com/c/qzHSca0C,2024-07-15T22:18:43.186Z,Dia,1955
EXPOEDUC - ENTREVISTA LÉO CHAVES,https://trello.com/c/qzHSca0C,2024-07-15T22:18:43.186Z,Natal,1515
SESSÃO EXTRAORDINÁRIA - COMPLEXO TURÍSTICO DA REDINHA E TEATRO SANDOVAL WANDERLEY,https://trello.com/c/QXp7pQTB,2024-07-16T23:31:45.771Z,Dia,1955
SESSÃO EXTRAORDINÁRIA - COMPLEXO TURÍSTICO DA REDINHA E TEATRO SANDOVAL WANDERLEY,https://trello.com/c/QXp7pQTB,2024-07-16T23:31:45.771Z,Natal,1515
MARISTA - PROJETO CONSCIENTIZA SOBRE ASPECTOS NOCIVOS DO USO DE CELULAR SEM FINALIDADE PEDAGÓGICA,https://trello.com/c/liZ61Enu,2024-07-15T21:33:01.421Z,Dia,1955
MARISTA - PROJETO CONSCIENTIZA SOBRE ASPECTOS NOCIVOS DO USO DE CELULAR SEM FINALIDADE PEDAGÓGICA,https://trello.com/c/liZ61Enu,2024-07-15T21:33:01.421Z,Natal,1515
MARISTA - PROJETO CONSCIENTIZA SOBRE ASPECTOS NOCIVOS DO USO DE CELULAR SEM FINALIDADE PEDAGÓGICA,https://trello.com/c/liZ61Enu,2024-07-15T21:33:01.421Z,ADRIANO ABREU,15
ENEM - GERAL SOBRE O EXAME,https://trello.com/c/vYGpjhOH,2024-07-16T23:31:18.491Z,Dia,1955
ENEM - GERAL SOBRE O EXAME,https://trello.com/c/vYGpjhOH,2024-07-16T23:31:18.491Z,Natal,1515
ENEM - GERAL SOBRE O EXAME,https://trello.com/c/vYGpjhOH,2024-07-16T23:31:18.491Z,ADRIANO ABREU,15
COLETIVA PREFEITO - ENGORDA DE PONTA NEGRA,https://trello.com/c/qv4mwgxe,2024-07-18T00:30:50.539Z,Dia,1955
COLETIVA PREFEITO - ENGORDA DE PONTA NEGRA,https://trello.com/c/qv4mwgxe,2024-07-18T00:30:50.539Z,Natal,1515
GEORGE SOARES - POSSE COMO CONSELHEIRO DO TCE/ ENGORDA DE PONTA NEGRA,https://trello.com/c/F1DedGWc,2024-07-16T23:31:39.913Z,Dia,1955
GEORGE SOARES - POSSE COMO CONSELHEIRO DO TCE/ ENGORDA DE PONTA NEGRA,https://trello.com/c/F1DedGWc,2024-07-16T23:31:39.913Z,Economia,704
GEORGE SOARES - POSSE COMO CONSELHEIRO DO TCE/ ENGORDA DE PONTA NEGRA,https://trello.com/c/F1DedGWc,2024-07-16T23:31:39.913Z,MAGNUS NASCIMENTO,46
FISCALIZAÇÃO DE ESGOTOS PRAIA DE PONTA NEGRA,https://trello.com/c/ZCcrFh55,2024-07-15T15:54:39.066Z,Pauta sem editoria,0
ÍNDICE DE PROGRESSO SOCIAL NO BRASIL,https://trello.com/c/sjJR1IE5,2024-07-14T14:34:36.329Z,Dia,1955
ÍNDICE DE PROGRESSO SOCIAL NO BRASIL,https://trello.com/c/sjJR1IE5,2024-07-14T14:34:36.329Z,Natal,1515
CERNE LANÇA INDICADORES DO SETOR ENERGÉTICO,https://trello.com/c/kaVcZM7U,2024-07-15T21:46:27.066Z,Dia,1955
CERNE LANÇA INDICADORES DO SETOR ENERGÉTICO,https://trello.com/c/kaVcZM7U,2024-07-15T21:46:27.066Z,Economia,704
CERNE LANÇA INDICADORES DO SETOR ENERGÉTICO,https://trello.com/c/kaVcZM7U,2024-07-15T21:46:27.066Z,MAGNUS NASCIMENTO,46
NOVIDADES DA FESTA DO BOI 2024,https://trello.com/c/b47SEscg,2024-07-16T21:10:11.505Z,Dia,1955
NOVIDADES DA FESTA DO BOI 2024,https://trello.com/c/b47SEscg,2024-07-16T21:10:11.505Z,Economia,704
INVASÃO DIÁRIO DE NATAL/MLB,https://trello.com/c/PVF5kUCF,2024-07-16T21:10:09.141Z,Dia,1955
INVASÃO DIÁRIO DE NATAL/MLB,https://trello.com/c/PVF5kUCF,2024-07-16T21:10:09.141Z,Natal,1515
DEMOLIÇÃO HOTEL BRA - ATUALIZAÇÃO,https://trello.com/c/UIjqaqN2,2024-07-16T21:10:03.077Z,MAGNUS NASCIMENTO,46
DEMOLIÇÃO HOTEL BRA - ATUALIZAÇÃO,https://trello.com/c/UIjqaqN2,2024-07-16T21:10:03.077Z,Dia,1955
DEMOLIÇÃO HOTEL BRA - ATUALIZAÇÃO,https://trello.com/c/UIjqaqN2,2024-07-16T21:10:03.077Z,Economia,704
PONTE NEWTON NAVARRO COM ESTRUTURA DANIFICADA - BURACO EM UMA DAS LATERAIS,https://trello.com/c/hXRtg0dq,2024-07-15T21:27:25.467Z,Dia,1955
PONTE NEWTON NAVARRO COM ESTRUTURA DANIFICADA - BURACO EM UMA DAS LATERAIS,https://trello.com/c/hXRtg0dq,2024-07-15T21:27:25.467Z,Natal,1515
VELÓRIO DESEMBARGADOR VIRGÍLIO MACEDO,https://trello.com/c/kka6JKeP,2024-07-15T21:27:23.198Z,Natal,1515
VELÓRIO DESEMBARGADOR VIRGÍLIO MACEDO,https://trello.com/c/kka6JKeP,2024-07-15T21:27:23.198Z,MAGNUS NASCIMENTO,46
VELÓRIO DESEMBARGADOR VIRGÍLIO MACEDO,https://trello.com/c/kka6JKeP,2024-07-15T21:27:23.198Z,Dia,1955
NOVO ENSINO MÉDIO - CEI ROMUALDO E ROBERTO FREIRE,https://trello.com/c/L7KYdPcf,2024-07-10T21:19:06.417Z,Dia,1955
NOVO ENSINO MÉDIO - CEI ROMUALDO E ROBERTO FREIRE,https://trello.com/c/L7KYdPcf,2024-07-10T21:19:06.417Z,Natal,1515
BURAQUEIRA NA ROTA DO SOL,https://trello.com/c/IB39v42b,2024-07-14T14:34:40.597Z,Dia,1955
BURAQUEIRA NA ROTA DO SOL,https://trello.com/c/IB39v42b,2024-07-14T14:34:40.597Z,Natal,1515
BURAQUEIRA NA ROTA DO SOL,https://trello.com/c/IB39v42b,2024-07-14T14:34:40.597Z,MAGNUS NASCIMENTO,46
"EM NATAL MAIS DE 9 MIL PESSOAS ESTÃO APTAS, MAS NÃO RETORNARAM PARA SEGUNDA DOSE DA DENGUE",https://trello.com/c/fkY5WeV5,2024-07-14T14:34:32.030Z,Dia,1955
"EM NATAL MAIS DE 9 MIL PESSOAS ESTÃO APTAS, MAS NÃO RETORNARAM PARA SEGUNDA DOSE DA DENGUE",https://trello.com/c/fkY5WeV5,2024-07-14T14:34:32.030Z,Natal,1515
"EM NATAL MAIS DE 9 MIL PESSOAS ESTÃO APTAS, MAS NÃO RETORNARAM PARA SEGUNDA DOSE DA DENGUE",https://trello.com/c/fkY5WeV5,2024-07-14T14:34:32.030Z,MAGNUS NASCIMENTO,46
"FRACASSO DA PARCERIA: PRÓ-SERTÃO, SHEIN E COTEMINAS",https://trello.com/c/tSR8EeHC,2024-07-15T21:14:59.369Z,Dia,1955
"FRACASSO DA PARCERIA: PRÓ-SERTÃO, SHEIN E COTEMINAS",https://trello.com/c/tSR8EeHC,2024-07-15T21:14:59.369Z,Economia,704
COMO ANDA O USO DO VAPE NO RN?,https://trello.com/c/yYQ32k58,2024-07-09T15:58:36.010Z,ADRIANO ABREU,15
COMO ANDA O USO DO VAPE NO RN?,https://trello.com/c/yYQ32k58,2024-07-09T15:58:36.010Z,Domingo,487
COMO ANDA O USO DO VAPE NO RN?,https://trello.com/c/yYQ32k58,2024-07-09T15:58:36.010Z,Natal,1515
EMPRÉSTIMOS MUNICÍPIOS,https://trello.com/c/xyikAmaK,2024-07-14T14:34:00.619Z,Economia,704
EMPRÉSTIMOS MUNICÍPIOS,https://trello.com/c/xyikAmaK,2024-07-14T14:34:00.619Z,Domingo,487
PL DA INTELIGÊNCIA ARTIFICIAL,https://trello.com/c/FLRlhhf1,2024-07-09T21:36:45.335Z,Domingo,487
PL DA INTELIGÊNCIA ARTIFICIAL,https://trello.com/c/FLRlhhf1,2024-07-09T21:36:45.335Z,Economia,704
ENGORDA NAS PRAIAS DO BRASIL - QUAL O RETORNO QUE TIVERAM?,https://trello.com/c/OBhFJydo,2024-07-09T15:12:34.813Z,Domingo,487
ENGORDA NAS PRAIAS DO BRASIL - QUAL O RETORNO QUE TIVERAM?,https://trello.com/c/OBhFJydo,2024-07-09T15:12:34.813Z,Economia,704
PONTE DE IGAPÓ/ BURACOS NA NEVALDO ROCHA/,https://trello.com/c/2q8qwUFu,2024-07-08T12:44:54.684Z,Dia,1955
PONTE DE IGAPÓ/ BURACOS NA NEVALDO ROCHA/,https://trello.com/c/2q8qwUFu,2024-07-08T12:44:54.684Z,Natal,1515
PONTE DE IGAPÓ/ BURACOS NA NEVALDO ROCHA/,https://trello.com/c/2q8qwUFu,2024-07-08T12:44:54.684Z,MAGNUS NASCIMENTO,46
CESTA BÁSICA - CAFÉ FOI O QUE MAIS SUBIU,https://trello.com/c/hczSoshE,2024-07-10T21:18:44.304Z,Economia,704
CESTA BÁSICA - CAFÉ FOI O QUE MAIS SUBIU,https://trello.com/c/hczSoshE,2024-07-10T21:18:44.304Z,Dia,1955
CESTA BÁSICA - CAFÉ FOI O QUE MAIS SUBIU,https://trello.com/c/hczSoshE,2024-07-10T21:18:44.304Z,MAGNUS NASCIMENTO,46
AUMENTO DO GÁS DE COZINHA/ AUMENTO DO PREÇO DO GNV,https://trello.com/c/Ooo3yHPM,2024-07-12T01:19:03.471Z,Dia,1955
AUMENTO DO GÁS DE COZINHA/ AUMENTO DO PREÇO DO GNV,https://trello.com/c/Ooo3yHPM,2024-07-12T01:19:03.471Z,Natal,1515
AUMENTO DO GÁS DE COZINHA/ AUMENTO DO PREÇO DO GNV,https://trello.com/c/Ooo3yHPM,2024-07-12T01:19:03.471Z,ADRIANO ABREU,15
VENDA IRREGULAR NO COMÉRCIO DE CORDÕES PARA AUTISTAS,https://trello.com/c/WvnqlXcd,2024-07-09T21:09:11.280Z,Natal,1515
VENDA IRREGULAR NO COMÉRCIO DE CORDÕES PARA AUTISTAS,https://trello.com/c/WvnqlXcd,2024-07-09T21:09:11.280Z,Dia,1955
ENGORDA - DESDOBRAMENTOS,https://trello.com/c/a5Xh9eKI,2024-07-10T21:19:46.113Z,Dia,1955
ENGORDA - DESDOBRAMENTOS,https://trello.com/c/a5Xh9eKI,2024-07-10T21:19:46.113Z,Natal,1515
REITORES DE INSTITUTOS FEDERAIS VÃO A BRASÍLIA EM BUSCA DE MAIS ORÇAMENTO,https://trello.com/c/j2Y3uB4m,2024-07-10T21:18:51.664Z,Dia,1955
REITORES DE INSTITUTOS FEDERAIS VÃO A BRASÍLIA EM BUSCA DE MAIS ORÇAMENTO,https://trello.com/c/j2Y3uB4m,2024-07-10T21:18:51.664Z,Natal,1515
FUNCIONAMENTO DOS RESTAURANTES POPULARES NO RN,https://trello.com/c/kORTF8rF,2024-07-09T21:49:21.313Z,Dia,1955
FUNCIONAMENTO DOS RESTAURANTES POPULARES NO RN,https://trello.com/c/kORTF8rF,2024-07-09T21:49:21.313Z,Natal,1515
FUNCIONAMENTO DOS RESTAURANTES POPULARES NO RN,https://trello.com/c/kORTF8rF,2024-07-09T21:49:21.313Z,MAGNUS NASCIMENTO,46
ENGORDA PONTA NEGRA,https://trello.com/c/kUqLCqvl,2024-07-08T21:28:28.725Z,Dia,1955
ENGORDA PONTA NEGRA,https://trello.com/c/kUqLCqvl,2024-07-08T21:28:28.725Z,Natal,1515
PREFEITURA VOLTA A REQUALIFICAR A JOÃO PESSOA,https://trello.com/c/Y6AOyIAx,2024-07-09T21:48:25.729Z,Dia,1955
PREFEITURA VOLTA A REQUALIFICAR A JOÃO PESSOA,https://trello.com/c/Y6AOyIAx,2024-07-09T21:48:25.729Z,Natal,1515
PREFEITURA VOLTA A REQUALIFICAR A JOÃO PESSOA,https://trello.com/c/Y6AOyIAx,2024-07-09T21:48:25.729Z,ADRIANO ABREU,15
HUOL OFERECE TESTE CLÍNICO E TERAPIA PARA TABAGISMO,https://trello.com/c/L7b7YQyh,2024-07-08T21:36:43.529Z,Dia,1955
HUOL OFERECE TESTE CLÍNICO E TERAPIA PARA TABAGISMO,https://trello.com/c/L7b7YQyh,2024-07-08T21:36:43.529Z,Natal,1515
GO RN - INSCRIÇÕES ABERTAS,https://trello.com/c/PfRUakpd,2024-07-10T21:14:10.517Z,Dia,1955
GO RN - INSCRIÇÕES ABERTAS,https://trello.com/c/PfRUakpd,2024-07-10T21:14:10.517Z,Natal,1515
ALTA NA VENDA DE VEÍCULOS,https://trello.com/c/dLM9Odhu,2024-07-07T21:55:11.941Z,Dia,1955
ALTA NA VENDA DE VEÍCULOS,https://trello.com/c/dLM9Odhu,2024-07-07T21:55:11.941Z,Economia,704
ALTA NA VENDA DE VEÍCULOS,https://trello.com/c/dLM9Odhu,2024-07-07T21:55:11.941Z,MAGNUS NASCIMENTO,46
RN LIDERA LISTA DE ESTADOS ACIMA DO LIMITE DA LFR,https://trello.com/c/iLS3tEIL,2024-07-10T16:07:05.269Z,Dia,1955
RN LIDERA LISTA DE ESTADOS ACIMA DO LIMITE DA LFR,https://trello.com/c/iLS3tEIL,2024-07-10T16:07:05.269Z,Economia,704
CAMPANHA DE COMBATE ÀS HEPATITES VIRAIS,https://trello.com/c/rakCCysV,2024-07-09T21:08:46.316Z,Dia,1955
CAMPANHA DE COMBATE ÀS HEPATITES VIRAIS,https://trello.com/c/rakCCysV,2024-07-09T21:08:46.316Z,Natal,1515
ENQUETE ENGORDA DE PONTA NEGRA,https://trello.com/c/MEpaZgKb,2024-07-09T21:07:04.858Z,Dia,1955
ENQUETE ENGORDA DE PONTA NEGRA,https://trello.com/c/MEpaZgKb,2024-07-09T21:07:04.858Z,Natal,1515
ENQUETE ENGORDA DE PONTA NEGRA,https://trello.com/c/MEpaZgKb,2024-07-09T21:07:04.858Z,MAGNUS NASCIMENTO,46
ABRASEL CRITICA IMPOSTOS SOBRE BEBIDAS MAIS VENDIDAS EM BARES,https://trello.com/c/mc57tmEu,2024-07-03T21:56:43.400Z,Dia,1955
ABRASEL CRITICA IMPOSTOS SOBRE BEBIDAS MAIS VENDIDAS EM BARES,https://trello.com/c/mc57tmEu,2024-07-03T21:56:43.400Z,Economia,704
ABRASEL CRITICA IMPOSTOS SOBRE BEBIDAS MAIS VENDIDAS EM BARES,https://trello.com/c/mc57tmEu,2024-07-03T21:56:43.400Z,ALEX RÉGIS,15
AUMENTO DE GASOLINA E GÁS DE  COZINHA,https://trello.com/c/xZSXsLLe,2024-07-08T21:28:23.701Z,Economia,704
AUMENTO DE GASOLINA E GÁS DE  COZINHA,https://trello.com/c/xZSXsLLe,2024-07-08T21:28:23.701Z,Dia,1955
AUMENTO DE GASOLINA E GÁS DE  COZINHA,https://trello.com/c/xZSXsLLe,2024-07-08T21:28:23.701Z,MAGNUS NASCIMENTO,46
OBRA NA JOÃO MEDEIROS FILHO/ OBRA NO GANCHO DE IGAPÓ,https://trello.com/c/drQdDsev,2024-07-08T21:28:43.136Z,Dia,1955
OBRA NA JOÃO MEDEIROS FILHO/ OBRA NO GANCHO DE IGAPÓ,https://trello.com/c/drQdDsev,2024-07-08T21:28:43.136Z,Natal,1515
OBRA NA JOÃO MEDEIROS FILHO/ OBRA NO GANCHO DE IGAPÓ,https://trello.com/c/drQdDsev,2024-07-08T21:28:43.136Z,ADRIANO ABREU,15
TURISMO DE EVENTOS NO RN,https://trello.com/c/2kM3sidL,2024-07-07T21:55:07.616Z,Economia,704
TURISMO DE EVENTOS NO RN,https://trello.com/c/2kM3sidL,2024-07-07T21:55:07.616Z,Dia,1955
ENTREGA DE CHIPS A ALUNOS DE ESCOLAS PÚBLICAS,https://trello.com/c/JXaXvoiS,2024-07-07T21:29:22.213Z,Dia,1955
ENTREGA DE CHIPS A ALUNOS DE ESCOLAS PÚBLICAS,https://trello.com/c/JXaXvoiS,2024-07-07T21:29:22.213Z,Natal,1515
ENTREGA DE CHIPS A ALUNOS DE ESCOLAS PÚBLICAS,https://trello.com/c/JXaXvoiS,2024-07-07T21:29:22.213Z,ADRIANO ABREU,15
ÔNIBUS DO FORRÓ- FECOMÉRCIO,https://trello.com/c/KUZnW9Za,2024-07-08T21:20:33.301Z,Dia,1955
ÔNIBUS DO FORRÓ- FECOMÉRCIO,https://trello.com/c/KUZnW9Za,2024-07-08T21:20:33.301Z,Natal,1515
ÔNIBUS DO FORRÓ- FECOMÉRCIO,https://trello.com/c/KUZnW9Za,2024-07-08T21:20:33.301Z,ADRIANO ABREU,15
ENGORDA - ATUALIZAÇÃO,https://trello.com/c/3mjyRwGr,2024-07-08T21:20:30.499Z,Dia,1955
ENGORDA - ATUALIZAÇÃO,https://trello.com/c/3mjyRwGr,2024-07-08T21:20:30.499Z,Natal,1515
STARTUPS DO METRÓPOLE PARQUE TEM SUCESSO ACIMA DO NACIONAL,https://trello.com/c/O8zzcdAC,2024-07-07T21:54:48.580Z,Dia,1955
STARTUPS DO METRÓPOLE PARQUE TEM SUCESSO ACIMA DO NACIONAL,https://trello.com/c/O8zzcdAC,2024-07-07T21:54:48.580Z,Natal,1515
IHUB - UFRN - CIDADES INTELIGENTES,https://trello.com/c/kt8dviZ1,2024-07-08T21:20:22.434Z,Dia,1955
IHUB - UFRN - CIDADES INTELIGENTES,https://trello.com/c/kt8dviZ1,2024-07-08T21:20:22.434Z,Economia,704
MELHOR APROVEITAMENTO DAS FÉRIAS ESCOLARES,https://trello.com/c/V4kmRktu,2024-07-02T17:31:23.878Z,Natal,1515
MELHOR APROVEITAMENTO DAS FÉRIAS ESCOLARES,https://trello.com/c/V4kmRktu,2024-07-02T17:31:23.878Z,Domingo,487
MELHOR APROVEITAMENTO DAS FÉRIAS ESCOLARES,https://trello.com/c/V4kmRktu,2024-07-02T17:31:23.878Z,ADRIANO ABREU,15
FEBRE DO JOGO DO TIGRINHO,https://trello.com/c/Ca5NUAma,2024-07-03T02:25:49.027Z,Domingo,487
FEBRE DO JOGO DO TIGRINHO,https://trello.com/c/Ca5NUAma,2024-07-03T02:25:49.027Z,Natal,1515
FEBRE DO JOGO DO TIGRINHO,https://trello.com/c/Ca5NUAma,2024-07-03T02:25:49.027Z,ALEX RÉGIS,15
EDITAL DE LICITAÇÃO DO TRANSPORTE PÚBLICO,https://trello.com/c/8egPk7Sg,2024-07-07T21:29:09.383Z,Dia,1955
EDITAL DE LICITAÇÃO DO TRANSPORTE PÚBLICO,https://trello.com/c/8egPk7Sg,2024-07-07T21:29:09.383Z,Economia,704
EDITAL DE LICITAÇÃO DO TRANSPORTE PÚBLICO,https://trello.com/c/8egPk7Sg,2024-07-07T21:29:09.383Z,MAGNUS NASCIMENTO,46
SINAIS PRECOCES DO ALZHEIMER,https://trello.com/c/bTYngo94,2024-07-02T17:31:32.771Z,Domingo,487
SINAIS PRECOCES DO ALZHEIMER,https://trello.com/c/bTYngo94,2024-07-02T17:31:32.771Z,Natal,1515
AUDIÊNCIA PÚBLICA NA OLAVO MONTENEGRO,https://trello.com/c/3XhSwnyr,2024-07-05T16:03:38.076Z,Pauta sem editoria,0
REUNIÃO FECOMÉRCIO SOBRE ENGORDA,https://trello.com/c/1B9ki9qC,2024-07-05T16:03:30.754Z,Domingo,487
REUNIÃO FECOMÉRCIO SOBRE ENGORDA,https://trello.com/c/1B9ki9qC,2024-07-05T16:03:30.754Z,Economia,704
REUNIÃO FECOMÉRCIO SOBRE ENGORDA,https://trello.com/c/1B9ki9qC,2024-07-05T16:03:30.754Z,MAGNUS NASCIMENTO,46
55 ANOS DO CREA/RN,https://trello.com/c/C1bIljHn,2024-07-02T22:07:47.689Z,Dia,1955
55 ANOS DO CREA/RN,https://trello.com/c/C1bIljHn,2024-07-02T22:07:47.689Z,Natal,1515
LÍNGUAS NEGRAS EM AREIA PRETA,https://trello.com/c/waHk2MX1,2024-07-03T21:47:35.445Z,Dia,1955
LÍNGUAS NEGRAS EM AREIA PRETA,https://trello.com/c/waHk2MX1,2024-07-03T21:47:35.445Z,Natal,1515
LEI DA LAQUEADURA,https://trello.com/c/DEQUW1UJ,2024-07-03T21:56:38.019Z,Dia,1955
LEI DA LAQUEADURA,https://trello.com/c/DEQUW1UJ,2024-07-03T21:56:38.019Z,Natal,1515
NOVA PORTARIA REGULAMENTA USO DE ESPAÇOS PÚBLICOS E ORLA MARÍTIMA EM NATAL,https://trello.com/c/OIvqC71U,2024-07-03T21:56:34.616Z,Dia,1955
NOVA PORTARIA REGULAMENTA USO DE ESPAÇOS PÚBLICOS E ORLA MARÍTIMA EM NATAL,https://trello.com/c/OIvqC71U,2024-07-03T21:56:34.616Z,Natal,1515
ENGORDA - MOBILIZAÇÃO,https://trello.com/c/TAwXtYX6,2024-07-07T21:29:30.919Z,Dia,1955
ENGORDA - MOBILIZAÇÃO,https://trello.com/c/TAwXtYX6,2024-07-07T21:29:30.919Z,Natal,1515
BURACOS E ALAGAMENTOS NA AVENIDA JOÃO MEDEIROS,https://trello.com/c/KWkpbkuS,2024-07-03T21:56:40.516Z,Dia,1955
BURACOS E ALAGAMENTOS NA AVENIDA JOÃO MEDEIROS,https://trello.com/c/KWkpbkuS,2024-07-03T21:56:40.516Z,Natal,1515
BURACOS E ALAGAMENTOS NA AVENIDA JOÃO MEDEIROS,https://trello.com/c/KWkpbkuS,2024-07-03T21:56:40.516Z,MAGNUS NASCIMENTO,46
TAXAÇÃO DE ENERGIA EÓLICA SOLAR,https://trello.com/c/HuQXAwKe,2024-07-05T09:44:02.824Z,Dia,1955
TAXAÇÃO DE ENERGIA EÓLICA SOLAR,https://trello.com/c/HuQXAwKe,2024-07-05T09:44:02.824Z,Economia,704
EMPRESAS TRIPLICAM EM EXTREMOZ,https://trello.com/c/rlvfqvAI,2024-07-03T21:42:29.155Z,Dia,1955
EMPRESAS TRIPLICAM EM EXTREMOZ,https://trello.com/c/rlvfqvAI,2024-07-03T21:42:29.155Z,Economia,704
CONGRESSO DE EVEx,https://trello.com/c/xvW0M7JD,2024-07-02T22:08:16.778Z,Dia,1955
CONGRESSO DE EVEx,https://trello.com/c/xvW0M7JD,2024-07-02T22:08:16.778Z,Economia,704
DTA EM NATAL - ATUALIZAÇÃO ENGORDA DE P.NEGRA,https://trello.com/c/8P2aHSou,2024-07-03T01:46:19.668Z,Dia,1955
DTA EM NATAL - ATUALIZAÇÃO ENGORDA DE P.NEGRA,https://trello.com/c/8P2aHSou,2024-07-03T01:46:19.668Z,Natal,1515
MOVIMENTAÇÃO DE TURISTAS NO RN,https://trello.com/c/qqvBvWWa,2024-07-02T22:08:27.496Z,Dia,1955
MOVIMENTAÇÃO DE TURISTAS NO RN,https://trello.com/c/qqvBvWWa,2024-07-02T22:08:27.496Z,Economia,704
GOVERNO FEDERAL AUTORIZA RELICITAÇÃO DO TERMINAL PESQUEIRO,https://trello.com/c/CTEvP7bI,2024-07-02T22:08:04.701Z,Dia,1955
GOVERNO FEDERAL AUTORIZA RELICITAÇÃO DO TERMINAL PESQUEIRO,https://trello.com/c/CTEvP7bI,2024-07-02T22:08:04.701Z,Economia,704
JULHO VERDE,https://trello.com/c/o3nIQ351,2024-07-02T16:26:02.534Z,Dia,1955
JULHO VERDE,https://trello.com/c/o3nIQ351,2024-07-02T16:26:02.534Z,Natal,1515
VACINAÇÃO CONTRA A GRIPE - BALANÇO GERAL,https://trello.com/c/exlvqPaC,2024-07-02T22:07:53.649Z,Dia,1955
VACINAÇÃO CONTRA A GRIPE - BALANÇO GERAL,https://trello.com/c/exlvqPaC,2024-07-02T22:07:53.649Z,Natal,1515
GREVE NO IBAMA,https://trello.com/c/z0HiecTC,2024-06-23T23:29:41.023Z,Dia,1955
GREVE NO IBAMA,https://trello.com/c/z0HiecTC,2024-06-23T23:29:41.023Z,Natal,1515
FALTA DE INSULINA NA REDE PÚBLICA,https://trello.com/c/NfMdCHMz,2024-07-01T00:29:40.277Z,Dia,1955
FALTA DE INSULINA NA REDE PÚBLICA,https://trello.com/c/NfMdCHMz,2024-07-01T00:29:40.277Z,Natal,1515
ARRECADAÇÃO DO ICMS,https://trello.com/c/3ek6pazO,2024-07-01T01:51:48.357Z,Dia,1955
